event,date,player,elo,color,opponent,result,avg_cp_loss,std_cp_loss
It,2003.06.22,"Fressinet,L",2595.0,white,"Polgar,Ju",draw,29.52777777777778,64.45691330524218
It,2003.06.22,"Polgar,Ju",2715.0,black,"Fressinet,L",draw,29.52777777777778,88.58752298374225
Essent,2003.10.12,"Polgar,Ju",2722.0,white,"Karpov,Ana",won,32.5,37.74751647459737
Essent,2003.10.12,"Karpov,Ana",2693.0,black,"Polgar,Ju",lost,95.26666666666667,217.87074659582504
Essent,2003.10.13,"Aronian,L",2649.0,white,"Polgar,Ju",draw,9.847457627118644,21.281657224340076
Essent,2003.10.13,"Polgar,Ju",2722.0,black,"Aronian,L",draw,8.491525423728813,25.22197917028525
Essent,2003.10.14,"Polgar,Ju",2722.0,white,"Sokolov,I",won,31.970588235294116,34.31213581751887
Essent,2003.10.14,"Sokolov,I",2695.0,black,"Polgar,Ju",lost,56.0,76.18716984167904
Essent,2003.10.16,"Karpov,Ana",2693.0,white,"Polgar,Ju",draw,25.82456140350877,51.74740363247581
Essent,2003.10.16,"Polgar,Ju",2722.0,black,"Karpov,Ana",draw,27.464285714285715,57.1826535528646
Essent,2003.10.17,"Sokolov,I",2695.0,white,"Polgar,Ju",won,46.84375,104.98098321094874
Essent,2003.10.17,"Polgar,Ju",2722.0,black,"Sokolov,I",lost,59.225806451612904,85.49805116715757
Essent,2003.10.18,"Polgar,Ju",2722.0,white,"Aronian,L",won,26.52,48.94659947330356
Essent,2003.10.18,"Aronian,L",2649.0,black,"Polgar,Ju",lost,31.583333333333332,51.723557388185206
GpB,2003.10.24,"Polgar,Ju",2722.0,white,"Lautier,J",won,19.68421052631579,19.417985779816412
GpB,2003.10.24,"Lautier,J",2666.0,black,"Polgar,Ju",lost,40.2972972972973,64.05988113533911
GpB,2003.10.24,"Svidler,P",2723.0,white,"Polgar,Ju",won,28.630434782608695,54.194640636542736
GpB,2003.10.24,"Polgar,Ju",2722.0,black,"Svidler,P",lost,45.75555555555555,69.99719218354582
GpB,2003.10.25,"Polgar,Ju",2722.0,white,"Karpov,Ana",won,21.925,38.06730060038405
GpB,2003.10.25,"Karpov,Ana",2693.0,black,"Polgar,Ju",lost,35.282051282051285,47.48816247528873
GpB,2003.10.25,"Anand,V",2766.0,white,"Polgar,Ju",lost,66.72413793103448,78.84637903116288
GpB,2003.10.25,"Polgar,Ju",2722.0,black,"Anand,V",won,38.96551724137931,62.79110565096297
GpB,2003.10.25,"Polgar,Ju",2722.0,white,"Shirov,A",draw,12.692307692307692,12.553789592632763
GpB,2003.10.25,"Shirov,A",2737.0,black,"Polgar,Ju",draw,14.416666666666666,15.3376352660883
GpB,2003.10.26,"Leko,P",2722.0,white,"Polgar,Ju",won,22.8,59.972993922264706
GpB,2003.10.26,"Polgar,Ju",2722.0,black,"Leko,P",lost,43.743589743589745,75.43539193471797
Hotel Bali Stars,2003.11.27,"Hillarp Persson,T",2512.0,white,"Polgar,Ju",won,21.484848484848484,28.169531371755475
Hotel Bali Stars,2003.11.27,"Polgar,Ju",2722.0,black,"Hillarp Persson,T",lost,49.53125,55.22509867295395
Hotel Bali Stars,2003.11.27,"Romero Holmes,A",2544.0,white,"Polgar,Ju",draw,32.44736842105263,32.704174341979375
Hotel Bali Stars,2003.11.27,"Polgar,Ju",2722.0,black,"Romero Holmes,A",draw,35.16216216216216,76.68944517161705
Hotel Bali Stars,2003.11.27,"Polgar,Ju",2722.0,white,"Azmaiparashvili,Z",lost,40.483870967741936,58.54629872752869
Hotel Bali Stars,2003.11.27,"Azmaiparashvili,Z",2693.0,black,"Polgar,Ju",won,20.225806451612904,33.80562052659803
Hotel Bali Stars,2003.11.28,"Graf,A",2646.0,white,"Polgar,Ju",draw,14.666666666666666,17.823205847059803
Hotel Bali Stars,2003.11.28,"Polgar,Ju",2722.0,black,"Graf,A",draw,13.444444444444445,18.842098910631606
Hotel Bali Stars,2003.11.28,"Polgar,Ju",2722.0,white,"Vallejo Pons,F",draw,43.09090909090909,40.78573995923132
Hotel Bali Stars,2003.11.28,"Vallejo Pons,F",2662.0,black,"Polgar,Ju",draw,46.121212121212125,68.45292900555718
Hotel Bali Stars,2003.11.28,"Topalov,V",2735.0,white,"Polgar,Ju",won,21.195121951219512,29.700307555437316
Hotel Bali Stars,2003.11.28,"Polgar,Ju",2722.0,black,"Topalov,V",lost,37.6,45.74101004569095
Hotel Bali Stars,2003.11.28,"Polgar,Ju",2722.0,white,"Mamedyarov,S",won,28.2972972972973,35.793601168187735
Hotel Bali Stars,2003.11.28,"Mamedyarov,S",2595.0,black,"Polgar,Ju",lost,46.19444444444444,82.34744124893568
Hotel Bali Stars,2003.11.29,"Anand,V",2766.0,white,"Polgar,Ju",draw,9.692307692307692,13.449151810361348
Hotel Bali Stars,2003.11.29,"Polgar,Ju",2722.0,black,"Anand,V",draw,9.894736842105264,20.074583922651797
Hotel Bali Stars,2003.11.29,"Polgar,Ju",2722.0,white,"Karjakin,Sergey",won,68.76271186440678,98.47366317147191
Hotel Bali Stars,2003.11.29,"Karjakin,Sergey",2562.0,black,"Polgar,Ju",lost,86.77586206896552,150.09066720778318
Hotel Bali Stars,2003.11.29,"Radjabov,T",2650.0,white,"Polgar,Ju",won,17.5,33.26534733522759
Hotel Bali Stars,2003.11.29,"Polgar,Ju",2722.0,black,"Radjabov,T",lost,43.0,57.043842787806646
Corus A,2005.01.15,"Polgar,Ju",2728.0,white,"Svidler,P",won,16.9,19.82145302443794
Corus A,2005.01.15,"Svidler,P",2735.0,black,"Polgar,Ju",lost,44.421052631578945,68.20195690160038
Corus A,2005.01.16,"Ponomariov,R",2700.0,white,"Polgar,Ju",won,23.17391304347826,57.28771943210489
Corus A,2005.01.16,"Polgar,Ju",2728.0,black,"Ponomariov,R",lost,37.666666666666664,74.56063900536857
Corus A,2005.01.17,"Polgar,Ju",2728.0,white,"Kramnik,V",draw,6.020408163265306,10.910563680827988
Corus A,2005.01.17,"Kramnik,V",2754.0,black,"Polgar,Ju",draw,5.061224489795919,8.527047394974122
Corus A,2005.01.18,"Van Wely,L",2679.0,white,"Polgar,Ju",draw,9.958333333333334,13.587614356055624
Corus A,2005.01.18,"Polgar,Ju",2728.0,black,"Van Wely,L",draw,7.851063829787234,12.431905972227618
Corus A,2005.01.20,"Polgar,Ju",2728.0,white,"Adams,Mi",draw,16.62264150943396,24.32346984858982
Corus A,2005.01.20,"Adams,Mi",2741.0,black,"Polgar,Ju",draw,15.566037735849056,21.304184577844747
Corus A,2005.01.21,"Grischuk,A",2710.0,white,"Polgar,Ju",draw,23.88235294117647,36.419746345566885
Corus A,2005.01.21,"Polgar,Ju",2728.0,black,"Grischuk,A",draw,22.272727272727273,25.031220175434402
Corus A,2005.01.22,"Polgar,Ju",2728.0,white,"Short,N",draw,18.244897959183675,27.868152119231155
Corus A,2005.01.22,"Short,N",2674.0,black,"Polgar,Ju",draw,16.708333333333332,20.314155915409223
Corus A,2005.01.23,"Morozevich,A",2741.0,white,"Polgar,Ju",won,21.408163265306122,27.41139221486238
Corus A,2005.01.23,"Polgar,Ju",2728.0,black,"Morozevich,A",lost,34.708333333333336,40.519007028252254
Corus A,2005.01.25,"Polgar,Ju",2728.0,white,"Bruzon,L",draw,12.88888888888889,21.332523132763185
Corus A,2005.01.25,"Bruzon,L",2652.0,black,"Polgar,Ju",draw,13.454545454545455,20.015283416627753
Corus A,2005.01.26,"Topalov,V",2757.0,white,"Polgar,Ju",lost,40.74418604651163,45.25436791112162
Corus A,2005.01.26,"Polgar,Ju",2728.0,black,"Topalov,V",won,25.88372093023256,24.649363690382042
Corus A,2005.01.28,"Polgar,Ju",2728.0,white,"Anand,V",draw,9.035714285714286,9.065169381670007
Corus A,2005.01.28,"Anand,V",2786.0,black,"Polgar,Ju",draw,9.037037037037036,10.119586733918284
Corus A,2005.01.29,"Polgar,Ju",2728.0,white,"Sokolov,I",won,32.03333333333333,31.015569566841034
Corus A,2005.01.29,"Sokolov,I",2685.0,black,"Polgar,Ju",lost,54.03448275862069,48.219671732331825
Corus A,2005.01.30,"Leko,P",2749.0,white,"Polgar,Ju",draw,9.416666666666666,9.250750720286916
Corus A,2005.01.30,"Polgar,Ju",2728.0,black,"Leko,P",draw,8.0,8.9747119477705
Mtel Masters,2005.05.12,"Adams,Mi",2737.0,white,"Polgar,Ju",draw,16.84375,36.858775562103254
Mtel Masters,2005.05.12,"Polgar,Ju",2732.0,black,"Adams,Mi",draw,16.109375,35.164398361259856
Mtel Masters,2005.05.13,"Ponomariov,R",2695.0,white,"Polgar,Ju",draw,7.882352941176471,16.070185594818224
Mtel Masters,2005.05.13,"Polgar,Ju",2732.0,black,"Ponomariov,R",draw,7.25,13.346485547536034
Mtel Masters,2005.05.14,"Polgar,Ju",2732.0,white,"Topalov,V",draw,8.06,13.294224309827179
Mtel Masters,2005.05.14,"Topalov,V",2778.0,black,"Polgar,Ju",draw,7.58,14.102609687572013
Mtel Masters,2005.05.15,"Polgar,Ju",2732.0,white,"Anand,V",draw,18.783333333333335,41.2807831267232
Mtel Masters,2005.05.15,"Anand,V",2785.0,black,"Polgar,Ju",draw,16.35,35.03466140838241
Mtel Masters,2005.05.16,"Kramnik,V",2753.0,white,"Polgar,Ju",won,23.153846153846153,33.46834590347711
Mtel Masters,2005.05.16,"Polgar,Ju",2732.0,black,"Kramnik,V",lost,31.901960784313726,43.242705336076924
Mtel Masters,2005.05.18,"Polgar,Ju",2732.0,white,"Adams,Mi",won,27.833333333333332,61.16134659619846
Mtel Masters,2005.05.18,"Adams,Mi",2737.0,black,"Polgar,Ju",lost,44.24390243902439,80.59770029031873
Mtel Masters,2005.05.19,"Polgar,Ju",2732.0,white,"Ponomariov,R",draw,10.421052631578947,21.774721678017485
Mtel Masters,2005.05.19,"Ponomariov,R",2695.0,black,"Polgar,Ju",draw,5.944444444444445,11.754300500111166
Mtel Masters,2005.05.20,"Topalov,V",2778.0,white,"Polgar,Ju",draw,38.37931034482759,54.701644552661804
Mtel Masters,2005.05.20,"Polgar,Ju",2732.0,black,"Topalov,V",draw,34.771929824561404,47.89572648550205
Mtel Masters,2005.05.21,"Polgar,Ju",2732.0,white,"Kramnik,V",draw,12.794117647058824,20.613786665531432
Mtel Masters,2005.05.21,"Kramnik,V",2753.0,black,"Polgar,Ju",draw,13.575757575757576,20.841436440680557
Mtel Masters,2005.05.22,"Anand,V",2785.0,white,"Polgar,Ju",draw,13.514285714285714,16.89864141381351
Mtel Masters,2005.05.22,"Polgar,Ju",2732.0,black,"Anand,V",draw,13.5,17.117672326643973
WCh-FIDE,2005.09.28,"Polgar,Ju",2735.0,white,"Anand,V",lost,37.064516129032256,51.88755552455961
WCh-FIDE,2005.09.28,"Anand,V",2788.0,black,"Polgar,Ju",won,13.612903225806452,18.429775031191024
WCh-FIDE,2005.09.29,"Adams,Mi",2719.0,white,"Polgar,Ju",draw,24.42105263157895,31.75865532993566
WCh-FIDE,2005.09.29,"Polgar,Ju",2735.0,black,"Adams,Mi",draw,22.08108108108108,26.506886793433743
WCh-FIDE,2005.09.30,"Polgar,Ju",2735.0,white,"Kasimdzhanov,R",won,54.65625,150.3463936579042
WCh-FIDE,2005.09.30,"Kasimdzhanov,R",2670.0,black,"Polgar,Ju",lost,74.90322580645162,135.06088348466662
WCh-FIDE,2005.10.01,"Leko,P",2763.0,white,"Polgar,Ju",won,51.8,32.162504048451616
WCh-FIDE,2005.10.01,"Polgar,Ju",2735.0,black,"Leko,P",lost,80.0,70.32170971430413
WCh-FIDE,2005.10.03,"Polgar,Ju",2735.0,white,"Morozevich,A",draw,43.61290322580645,58.45851985112335
WCh-FIDE,2005.10.03,"Morozevich,A",2707.0,black,"Polgar,Ju",draw,41.935483870967744,40.4490404079894
WCh-FIDE,2005.10.04,"Polgar,Ju",2735.0,white,"Topalov,V",lost,32.22222222222222,47.13324951535321
WCh-FIDE,2005.10.04,"Topalov,V",2788.0,black,"Polgar,Ju",won,19.814814814814813,27.73356975999254
WCh-FIDE,2005.10.05,"Svidler,P",2738.0,white,"Polgar,Ju",won,23.224489795918366,36.967313364548865
WCh-FIDE,2005.10.05,"Polgar,Ju",2735.0,black,"Svidler,P",lost,37.833333333333336,46.944707428586185
WCh-FIDE,2005.10.06,"Anand,V",2788.0,white,"Polgar,Ju",won,31.96153846153846,31.058234098632262
WCh-FIDE,2005.10.06,"Polgar,Ju",2735.0,black,"Anand,V",lost,43.490196078431374,40.404509818670526
WCh-FIDE,2005.10.08,"Polgar,Ju",2735.0,white,"Adams,Mi",draw,14.37037037037037,18.125382546457285
WCh-FIDE,2005.10.08,"Adams,Mi",2719.0,black,"Polgar,Ju",draw,13.153846153846153,13.783190173575447
WCh-FIDE,2005.10.09,"Kasimdzhanov,R",2670.0,white,"Polgar,Ju",won,39.21621621621622,101.09084358117332
WCh-FIDE,2005.10.09,"Polgar,Ju",2735.0,black,"Kasimdzhanov,R",lost,59.77777777777778,126.86521962546425
WCh-FIDE,2005.10.10,"Polgar,Ju",2735.0,white,"Leko,P",draw,11.0,13.613718571108091
WCh-FIDE,2005.10.10,"Leko,P",2763.0,black,"Polgar,Ju",draw,12.071428571428571,14.959298521150583
WCh-FIDE,2005.10.11,"Morozevich,A",2707.0,white,"Polgar,Ju",draw,16.022727272727273,23.065606663250843
WCh-FIDE,2005.10.11,"Polgar,Ju",2735.0,black,"Morozevich,A",draw,17.34090909090909,32.68579284213568
WCh-FIDE,2005.10.13,"Polgar,Ju",2735.0,white,"Svidler,P",draw,8.206896551724139,11.52322784742978
WCh-FIDE,2005.10.13,"Svidler,P",2738.0,black,"Polgar,Ju",draw,6.892857142857143,12.154773564660234
Corsica Masters KO,2005.11.03,"Tregubov,P",2583.0,white,"Polgar,Ju",lost,87.16,124.21873610691748
Corsica Masters KO,2005.11.03,"Polgar,Ju",2735.0,black,"Tregubov,P",won,55.2,109.5996350358887
Corsica Masters KO,2005.11.03,"Tregubov,P",2583.0,white,"Polgar,Ju",lost,55.54838709677419,79.19385717041175
Corsica Masters KO,2005.11.03,"Polgar,Ju",2735.0,black,"Tregubov,P",won,27.096774193548388,36.181758760645224
Corsica Masters KO,2005.11.03,"Polgar,Ju",2735.0,white,"Tregubov,P",lost,44.857142857142854,81.43297119831708
Corsica Masters KO,2005.11.03,"Tregubov,P",2583.0,black,"Polgar,Ju",won,34.04761904761905,76.36013847747604
Corsica Masters KO,2005.11.04,"Polgar,Ju",2735.0,white,"Milov,V",draw,15.933333333333334,15.220454074114288
Corsica Masters KO,2005.11.04,"Milov,V",2652.0,black,"Polgar,Ju",draw,15.137931034482758,16.57527060772709
Corsica Masters KO,2005.11.04,"Milov,V",2652.0,white,"Polgar,Ju",won,49.54838709677419,75.15568302495116
Corsica Masters KO,2005.11.04,"Polgar,Ju",2735.0,black,"Milov,V",lost,60.0,68.37217342136094
4NCL 2005-06,2006.05.01,"Polgar,Ju",2711.0,white,"Harikrishna,P",draw,8.864864864864865,11.766103771202744
4NCL 2005-06,2006.05.01,"Harikrishna,P",2673.0,black,"Polgar,Ju",draw,8.36111111111111,12.349432685525313
10th Essent,2006.10.22,"Polgar,Ju",2710.0,white,"Sokolov,Iv",won,32.421052631578945,40.7828857158615
10th Essent,2006.10.22,"Sokolov,Iv",2670.0,black,"Polgar,Ju",lost,53.45945945945946,58.2365143162588
10th Essent,2006.10.23,"Polgar,Ju",2710.0,white,"Topalov,V",won,33.44827586206897,64.10475597338046
10th Essent,2006.10.23,"Topalov,V",2813.0,black,"Polgar,Ju",lost,57.07142857142857,101.78160392703185
10th Essent,2006.10.24,"Mamedyarov,S",2728.0,white,"Polgar,Ju",draw,17.366666666666667,28.511381742891537
10th Essent,2006.10.24,"Polgar,Ju",2710.0,black,"Mamedyarov,S",draw,16.3,26.960650338348046
10th Essent,2006.10.26,"Sokolov,Iv",2670.0,white,"Polgar,Ju",lost,65.03448275862068,85.48542233403899
10th Essent,2006.10.26,"Polgar,Ju",2710.0,black,"Sokolov,Iv",won,34.48275862068966,41.87964750506662
10th Essent,2006.10.27,"Polgar,Ju",2710.0,white,"Mamedyarov,S",lost,68.1,101.14390737953522
10th Essent,2006.10.27,"Mamedyarov,S",2728.0,black,"Polgar,Ju",won,39.93333333333333,45.03179123932583
10th Essent,2006.10.28,"Topalov,V",2813.0,white,"Polgar,Ju",lost,51.28260869565217,72.66979010011455
10th Essent,2006.10.28,"Polgar,Ju",2710.0,black,"Topalov,V",won,31.97826086956522,55.329640271988026
WCh Candidates s/f,2007.05.27,"Polgar,Ju",2727.0,white,"Bareev,E",draw,15.849056603773585,26.441388530330446
WCh Candidates s/f,2007.05.27,"Bareev,E",2643.0,black,"Polgar,Ju",draw,15.596153846153847,18.98102252188568
WCh Candidates s/f,2007.05.28,"Bareev,E",2643.0,white,"Polgar,Ju",won,32.51851851851852,56.642393736278336
WCh Candidates s/f,2007.05.28,"Polgar,Ju",2727.0,black,"Bareev,E",lost,43.56603773584906,61.9109248852698
WCh Candidates s/f,2007.05.29,"Polgar,Ju",2727.0,white,"Bareev,E",draw,11.978260869565217,25.559384501702304
WCh Candidates s/f,2007.05.29,"Bareev,E",2643.0,black,"Polgar,Ju",draw,8.891304347826088,16.37631941032879
WCh Candidates s/f,2007.05.31,"Bareev,E",2643.0,white,"Polgar,Ju",won,29.977272727272727,53.33406238740681
WCh Candidates s/f,2007.05.31,"Polgar,Ju",2727.0,black,"Bareev,E",lost,49.116279069767444,63.346301557694744
WCh Candidates s/f,2007.06.01,"Polgar,Ju",2727.0,white,"Bareev,E",won,34.43478260869565,38.17331880294143
WCh Candidates s/f,2007.06.01,"Bareev,E",2643.0,black,"Polgar,Ju",lost,77.22727272727273,115.731245022164
WCh Candidates s/f,2007.06.02,"Bareev,E",2643.0,white,"Polgar,Ju",draw,15.944444444444445,23.389152809278976
WCh Candidates s/f,2007.06.02,"Polgar,Ju",2727.0,black,"Bareev,E",draw,15.472222222222221,21.279210134556624
GM,2007.07.23,"Van Wely,L",2680.0,white,"Polgar,Ju",lost,41.733333333333334,57.31778859035725
GM,2007.07.23,"Polgar,Ju",2707.0,black,"Van Wely,L",won,15.8,22.895996738877006
GM,2007.07.24,"Polgar,Ju",2707.0,white,"Carlsen,M",draw,15.818181818181818,20.613991343707735
GM,2007.07.24,"Carlsen,M",2710.0,black,"Polgar,Ju",draw,13.96875,17.198263675077783
GM,2007.07.25,Bu Xiangzhi,2685.0,white,"Polgar,Ju",won,29.25,29.95447935340111
GM,2007.07.25,"Polgar,Ju",2707.0,black,Bu Xiangzhi,lost,53.43478260869565,77.65073760782764
GM,2007.07.27,"Radjabov,T",2746.0,white,"Polgar,Ju",draw,11.323529411764707,15.809008206855642
GM,2007.07.27,"Polgar,Ju",2707.0,black,"Radjabov,T",draw,11.030303030303031,17.43643841948973
GM,2007.07.28,"Polgar,Ju",2707.0,white,"Avrukh,B",draw,22.28,23.219853574043057
GM,2007.07.28,"Avrukh,B",2645.0,black,"Polgar,Ju",draw,19.458333333333332,24.160882928587046
GM,2007.07.29,"Motylev,A",2648.0,white,"Polgar,Ju",lost,47.0,48.33070600412478
GM,2007.07.29,"Polgar,Ju",2707.0,black,"Motylev,A",won,31.261904761904763,48.611707155399905
GM,2007.07.31,"Polgar,Ju",2707.0,white,"Onischuk,Al",draw,16.304347826086957,19.620164389261006
GM,2007.07.31,"Onischuk,Al",2650.0,black,"Polgar,Ju",draw,17.288888888888888,19.407469606911917
GM,2007.08.01,"Grischuk,A",2726.0,white,"Polgar,Ju",draw,31.080645161290324,119.98149029115696
GM,2007.08.01,"Polgar,Ju",2707.0,black,"Grischuk,A",draw,27.0327868852459,50.67089804440725
GM,2007.08.02,"Polgar,Ju",2707.0,white,"Pelletier,Y",draw,22.487179487179485,29.813842762210907
GM,2007.08.02,"Pelletier,Y",2591.0,black,"Polgar,Ju",draw,19.289473684210527,24.972519522505916
Blindfold World Cup,2007.10.16,"Topalov,V",2769.0,white,"Polgar,Ju",won,32.57142857142857,47.122506429994765
Blindfold World Cup,2007.10.16,"Polgar,Ju",2708.0,black,"Topalov,V",lost,92.07692307692308,100.26001698542225
Blindfold World Cup,2007.10.17,"Polgar,Ju",2708.0,white,"Karjakin,Sergey",draw,41.638888888888886,61.250919620206425
Blindfold World Cup,2007.10.17,"Karjakin,Sergey",2694.0,black,"Polgar,Ju",draw,45.285714285714285,73.63096065750425
Blindfold World Cup,2007.10.17,"Karjakin,Sergey",2694.0,white,"Polgar,Ju",won,39.8,60.92656000699296
Blindfold World Cup,2007.10.17,"Polgar,Ju",2708.0,black,"Karjakin,Sergey",lost,49.470588235294116,54.637971763943696
Blindfold World Cup,2007.10.18,"Harikrishna,P",2668.0,white,"Polgar,Ju",lost,49.03846153846154,121.5045047500553
Blindfold World Cup,2007.10.18,"Polgar,Ju",2708.0,black,"Harikrishna,P",won,26.576923076923077,57.8819575162862
Blindfold World Cup,2007.10.18,"Polgar,Ju",2708.0,white,"Harikrishna,P",draw,10.466666666666667,20.239235822201064
Blindfold World Cup,2007.10.18,"Harikrishna,P",2668.0,black,"Polgar,Ju",draw,10.454545454545455,22.72409068633245
Blindfold World Cup,2007.10.19,"Polgar,Ju",2708.0,white,"Carlsen,M",draw,25.875,25.997295532420292
Blindfold World Cup,2007.10.19,"Carlsen,M",2714.0,black,"Polgar,Ju",draw,27.466666666666665,24.035714167786978
Blindfold World Cup,2007.10.19,"Carlsen,M",2714.0,white,"Polgar,Ju",won,20.941176470588236,42.634521483714686
Blindfold World Cup,2007.10.19,"Polgar,Ju",2708.0,black,"Carlsen,M",lost,65.5625,107.82739027607967
Blindfold World Cup,2007.10.20,Bu Xiangzhi,2692.0,white,"Polgar,Ju",won,22.035087719298247,35.51474362100886
Blindfold World Cup,2007.10.20,"Polgar,Ju",2708.0,black,Bu Xiangzhi,lost,34.473684210526315,51.43147553687603
Blindfold World Cup,2007.10.20,"Polgar,Ju",2708.0,white,Bu Xiangzhi,won,32.03448275862069,39.440468241100895
Blindfold World Cup,2007.10.20,Bu Xiangzhi,2692.0,black,"Polgar,Ju",lost,62.035714285714285,115.39264712365376
Chess Champions League,2007.11.02,"Polgar,Ju",2708.0,white,"Ponomariov,R",lost,36.94285714285714,44.83171253677013
Chess Champions League,2007.11.02,"Ponomariov,R",2705.0,black,"Polgar,Ju",won,14.971428571428572,17.294897206625862
Chess Champions League,2007.11.03,"Polgar,Ju",2708.0,white,"Karpov,Ana",draw,20.263157894736842,32.95026891554374
Chess Champions League,2007.11.03,"Karpov,Ana",2670.0,black,"Polgar,Ju",draw,20.027027027027028,27.2292435071605
Chess Champions League,2007.11.04,"Kasimdzhanov,R",2690.0,white,"Polgar,Ju",lost,44.07692307692308,68.05649410991242
Chess Champions League,2007.11.04,"Polgar,Ju",2708.0,black,"Kasimdzhanov,R",won,19.192307692307693,24.04486068672029
Chess Champions League,2007.11.06,"Topalov,V",2769.0,white,"Polgar,Ju",lost,43.166666666666664,120.39575943067467
Chess Champions League,2007.11.06,"Polgar,Ju",2708.0,black,"Topalov,V",won,21.166666666666668,29.789073313698243
Chess Champions League,2007.11.07,"Polgar,Ju",2708.0,white,"Nisipeanu,LD",draw,10.705882352941176,17.90749007237032
Chess Champions League,2007.11.07,"Nisipeanu,LD",2668.0,black,"Polgar,Ju",draw,10.9375,12.193588222914533
Chess Champions League,2007.11.09,"Ponomariov,R",2705.0,white,"Polgar,Ju",won,38.19230769230769,43.30039903064425
Chess Champions League,2007.11.09,"Polgar,Ju",2708.0,black,"Ponomariov,R",lost,68.08,72.54180587771441
Chess Champions League,2007.11.10,"Karpov,Ana",2670.0,white,"Polgar,Ju",lost,66.0909090909091,148.86955112006183
Chess Champions League,2007.11.10,"Polgar,Ju",2708.0,black,"Karpov,Ana",won,34.878787878787875,47.84745810401647
Chess Champions League,2007.11.11,"Polgar,Ju",2708.0,white,"Kasimdzhanov,R",draw,7.288135593220339,11.812160994984998
Chess Champions League,2007.11.11,"Kasimdzhanov,R",2690.0,black,"Polgar,Ju",draw,5.966101694915254,9.773652062239883
Chess Champions League,2007.11.13,"Nisipeanu,LD",2668.0,white,"Polgar,Ju",draw,27.681818181818183,42.35283221573517
Chess Champions League,2007.11.13,"Polgar,Ju",2708.0,black,"Nisipeanu,LD",draw,25.142857142857142,39.76273167089973
Chess Champions League,2007.11.14,"Polgar,Ju",2708.0,white,"Topalov,V",lost,41.666666666666664,59.7035500526467
Chess Champions League,2007.11.14,"Topalov,V",2769.0,black,"Polgar,Ju",won,29.0625,61.18905343618797
TCh-HUN 2007-8,2007.12.09,"Berkes,F",2606.0,white,"Polgar,Ju",draw,24.53846153846154,28.76861373258493
TCh-HUN 2007-8,2007.12.09,"Polgar,Ju",2708.0,black,"Berkes,F",draw,26.0,34.15406271587613
Corus A,2008.01.12,"Ivanchuk,V",2751.0,white,"Polgar,Ju",draw,29.357142857142858,25.558356594991288
Corus A,2008.01.12,"Polgar,Ju",2707.0,black,"Ivanchuk,V",draw,21.76923076923077,18.601711443817564
Corus A,2008.01.13,"Van Wely,L",2681.0,white,"Polgar,Ju",draw,20.703703703703702,36.10972456977208
Corus A,2008.01.13,"Polgar,Ju",2707.0,black,"Van Wely,L",draw,22.192307692307693,31.827684164732137
Corus A,2008.01.14,"Polgar,Ju",2707.0,white,"Topalov,V",draw,9.028571428571428,14.92933012426156
Corus A,2008.01.14,"Topalov,V",2780.0,black,"Polgar,Ju",draw,7.2,11.88468402128194
Corus A,2008.01.15,"Gelfand,B",2737.0,white,"Polgar,Ju",lost,71.2,95.67493576341369
Corus A,2008.01.15,"Polgar,Ju",2707.0,black,"Gelfand,B",won,47.266666666666666,65.52807710355073
Corus A,2008.01.17,"Polgar,Ju",2707.0,white,"Leko,P",draw,14.88,13.491686328995348
Corus A,2008.01.17,"Leko,P",2753.0,black,"Polgar,Ju",draw,14.291666666666666,15.66971379941432
Corus A,2008.01.18,"Carlsen,M",2733.0,white,"Polgar,Ju",won,16.571428571428573,24.228223267938745
Corus A,2008.01.18,"Polgar,Ju",2707.0,black,"Carlsen,M",lost,35.146341463414636,36.83950754127154
Corus A,2008.01.19,"Polgar,Ju",2707.0,white,"Anand,V",lost,30.11627906976744,40.98565222709356
Corus A,2008.01.19,"Anand,V",2799.0,black,"Polgar,Ju",won,19.41860465116279,29.25607276108396
Corus A,2008.01.20,"Kramnik,V",2799.0,white,"Polgar,Ju",draw,7.6923076923076925,13.231961782867806
Corus A,2008.01.20,"Polgar,Ju",2707.0,black,"Kramnik,V",draw,7.7631578947368425,15.577369230167331
Corus A,2008.01.22,"Polgar,Ju",2707.0,white,"Radjabov,T",draw,7.230769230769231,11.781039827124092
Corus A,2008.01.22,"Radjabov,T",2735.0,black,"Polgar,Ju",draw,1.2307692307692308,2.9911110915728587
Corus A,2008.01.23,"Mamedyarov,S",2760.0,white,"Polgar,Ju",draw,17.61111111111111,23.26212679893815
Corus A,2008.01.23,"Polgar,Ju",2707.0,black,"Mamedyarov,S",draw,18.176470588235293,25.980162781081415
Corus A,2008.01.25,"Polgar,Ju",2707.0,white,"Eljanov,P",lost,40.36363636363637,69.4645399758005
Corus A,2008.01.25,"Eljanov,P",2692.0,black,"Polgar,Ju",won,24.87878787878788,40.58642673227589
Corus A,2008.01.26,"Adams,Mi",2726.0,white,"Polgar,Ju",lost,28.029411764705884,35.75363847722161
Corus A,2008.01.26,"Polgar,Ju",2707.0,black,"Adams,Mi",won,10.970588235294118,19.385387604975964
Corus A,2008.01.27,"Polgar,Ju",2707.0,white,"Aronian,L",draw,11.872340425531915,17.086285431349825
Corus A,2008.01.27,"Aronian,L",2739.0,black,"Polgar,Ju",draw,11.478260869565217,17.23714282088535
